word,emotion,score
vigilance,anticipation,0.508
meditate,anticipation,0.344
beaming,anticipation,0.523
emancipation,anticipation,0.57
oasis,anticipation,0.422
proficiency,anticipation,0.414
lovely,anticipation,0.555
competition,anticipation,0.523
caution,anticipation,0.516
attainable,anticipation,0.578
addresses,anticipation,0.289
assurance,anticipation,0.391
tremor,anticipation,0.484
harbinger,anticipation,0.531
star,anticipation,0.469
thought,anticipation,0.414
rail,anticipation,0.234
immature,anticipation,0.32
unbeaten,anticipation,0.336
volatility,anticipation,0.422
musical,anticipation,0.367
astrologer,anticipation,0.414
gradual,anticipation,0.375
complement,anticipation,0.453
discreet,anticipation,0.289
perfect,anticipation,0.445
jackpot,anticipation,0.656
invite,anticipation,0.57
trust,anticipation,0.391
verge,anticipation,0.617
pry,anticipation,0.469
suspense,anticipation,0.711
plight,anticipation,0.461
nervous,anticipation,0.602
navigable,anticipation,0.406
shiver,anticipation,0.367
interim,anticipation,0.375
instructor,anticipation,0.297
aspiration,anticipation,0.648
rehabilitation,anticipation,0.453
transcendence,anticipation,0.578
share,anticipation,0.445
unfulfilled,anticipation,0.391
inauguration,anticipation,0.492
sunset,anticipation,0.453
daily,anticipation,0.352
gambling,anticipation,0.586
present,anticipation,0.516
elevation,anticipation,0.508
cradle,anticipation,0.375
enjoying,anticipation,0.586
eagerness,anticipation,0.812
mediate,anticipation,0.414
wireless,anticipation,0.344
install,anticipation,0.43
shining,anticipation,0.461
savor,anticipation,0.375
mortification,anticipation,0.398
opportunity,anticipation,0.648
public,anticipation,0.375
surround,anticipation,0.445
cue,anticipation,0.508
powerful,anticipation,0.477
progress,anticipation,0.703
prospection,anticipation,0.719
presumption,anticipation,0.586
prepare,anticipation,0.633
urgent,anticipation,0.727
edition,anticipation,0.352
harvest,anticipation,0.578
torture,anticipation,0.477
renovation,anticipation,0.516
happy,anticipation,0.555
undisclosed,anticipation,0.5
simmer,anticipation,0.398
time,anticipation,0.516
devout,anticipation,0.438
gravitate,anticipation,0.477
miracle,anticipation,0.633
hurry,anticipation,0.695
vow,anticipation,0.484
punctual,anticipation,0.414
captivate,anticipation,0.633
morals,anticipation,0.266
scare,anticipation,0.469
allure,anticipation,0.688
start,anticipation,0.75
bloom,anticipation,0.617
ecstasy,anticipation,0.711
unification,anticipation,0.477
endanger,anticipation,0.516
marry,anticipation,0.594
preparation,anticipation,0.586
excitation,anticipation,0.703
glad,anticipation,0.536
atone,anticipation,0.359
banger,anticipation,0.383
clock,anticipation,0.375
feeling,anticipation,0.555
undoubted,anticipation,0.391
restlessness,anticipation,0.57
recurrent,anticipation,0.375
highest,anticipation,0.491
proceeding,anticipation,0.492
organization,anticipation,0.203
accolade,anticipation,0.562
enthusiast,anticipation,0.586
alerts,anticipation,0.609
flinch,anticipation,0.453
mountain,anticipation,0.375
dreadful,anticipation,0.508
condemnation,anticipation,0.391
correspondence,anticipation,0.484
mutable,anticipation,0.344
inheritance,anticipation,0.648
unexpected,anticipation,0.453
owing,anticipation,0.516
excited,anticipation,0.859
church,anticipation,0.312
career,anticipation,0.453
impending,anticipation,0.664
delightful,anticipation,0.586
trepidation,anticipation,0.719
pare,anticipation,0.336
successful,anticipation,0.469
doomsday,anticipation,0.5
heyday,anticipation,0.492
importance,anticipation,0.523
courtship,anticipation,0.656
responsive,anticipation,0.531
supremacy,anticipation,0.453
visitor,anticipation,0.531
unaccountable,anticipation,0.336
thriving,anticipation,0.578
countdown,anticipation,0.75
resultant,anticipation,0.547
serial,anticipation,0.438
begun,anticipation,0.516
lover,anticipation,0.562
forecast,anticipation,0.609
sundial,anticipation,0.227
pretty,anticipation,0.414
arbitration,anticipation,0.477
weight,anticipation,0.258
immediately,anticipation,0.469
warned,anticipation,0.57
inaugural,anticipation,0.453
intimately,anticipation,0.453
lettered,anticipation,0.398
acquiring,anticipation,0.594
possess,anticipation,0.328
diplomacy,anticipation,0.391
generosity,anticipation,0.484
efficient,anticipation,0.398
dawn,anticipation,0.469
arrival,anticipation,0.695
sparkle,anticipation,0.484
renovate,anticipation,0.453
abide,anticipation,0.367
ultimate,anticipation,0.57
birth,anticipation,0.734
glimmer,anticipation,0.547
improvise,anticipation,0.492
bonus,anticipation,0.609
attempt,anticipation,0.562
buzz,anticipation,0.594
chocolate,anticipation,0.516
bugle,anticipation,0.312
peril,anticipation,0.5
contemplate,anticipation,0.477
spirits,anticipation,0.531
errand,anticipation,0.344
warn,anticipation,0.547
subscribe,anticipation,0.406
passionate,anticipation,0.633
continuation,anticipation,0.406
delivery,anticipation,0.648
wait,anticipation,0.523
reward,anticipation,0.656
undertaking,anticipation,0.492
hunting,anticipation,0.539
money,anticipation,0.586
threaten,anticipation,0.484
erotic,anticipation,0.641
tabulate,anticipation,0.43
eager,anticipation,0.742
sanctify,anticipation,0.391
crescendo,anticipation,0.672
possibility,anticipation,0.641
expected,anticipation,0.562
unbridled,anticipation,0.5
rising,anticipation,0.648
