valence,arousal,dominance,text,norm_Valence_M,norm_Arousal_M,norm_Dominance_M
0.5847327232360839,0.3796987038850784,0.6014098370075226,"Torricelli also insisted that he had not done any unusual favors for Chang, who first turned to the senator in 1995 for help in winning the repayment of some $71 million he said he was then owed in a failed business deal with the North Korean government.",0.5,0.4,0.525
0.49782486418460276,0.34751744441529536,0.5370716427234893,"Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork was not consistent with Senate rules governing such loans, evidenced poor judgment, displayed a lack of due regard for the Senate rules and resulted in a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate rules.",0.4,0.4499999999999999,0.575
0.5408138930797577,0.37980944597058824,0.5717957894007365,"Your failure to act to prevent the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals (your sister, an employee and a friend) in your home at Christmas on the mistaken belief that such items were of little value or were not gifts to you under the circumstances, evidenced poor judgment, displayed a lack of due regard for Senate rules and resulted in a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate Rule 34.",0.4175,0.4725,0.555
0.5942590353281602,0.3922217423501222,0.6131062326223954,"A photograph of the candidate standing in his Army uniform next to his mother is shown, then the advertisement shifts to McCall talking about education, while images of the candidate looking at a computer screen with a small child and of him surrounded by children appear.",0.5,0.475,0.5
0.525974594677488,0.33441841943810385,0.5783819345136484,"On the basis of thousands of pages of information developed in an earlier federal inquiry into Torricelli's activities, the committee chastised him for using poor judgment and disregarding Senate rules in his dealings with the former donor, David Chang.",0.4275,0.535,0.535
0.6155062395113485,0.37206620860982825,0.6200050899276027,"""Time Magazine called his life an American dream. Carl McCall, Army lieutenant, state senator, ambassador to the United Nations, school board president, Citibank vice president, and one of the most effective comptrollers in New York history.""",0.525,0.55,0.475
0.6637112498283386,0.3342365420290402,0.6170078005109515,"He had the title of ambassador when he was at the United Nations, but he was not the chief of the American mission.",0.5,0.5,0.55
0.5123883070690292,0.4888750201179868,0.5303359833501634,"The New Jersey Supreme Court on Tuesday overturned the death sentence of Leslie Ann Nelson, a transsexual go-go dancer who killed a police officer and an investigator with an AK-47 rifle.",0.375,0.6,0.475
0.5370425627596916,0.4007891380498486,0.5487578121885177,"Justice James R. Zazzali and Justice Virginia Long said in a separate opinion that in addition to the reasons given in the majority opinion, also written by Zazzali, they believed the death penalty would constitute cruel and unusual punishment because of Nelson's history of emotional disturbance.",0.4499999999999999,0.525,0.475
0.5366601248582205,0.32651375813616645,0.5265452431307899,"Like every other government institution, they hew closely to Mubarak's wishes.",0.5,0.405,0.53
0.6096043934424719,0.3419051406284173,0.5707024410367012,"""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct.""",0.4499999999999999,0.55,0.525
0.4253869818316566,0.3834706015057034,0.534529459145334,"While hardly the worst example of dictatorship in the Middle East, Egypt is one of the saddest.",0.3325,0.5,0.5
0.5076867047893373,0.36611953260082947,0.5776661430534563,"Pataki openly questioned the Port Authority's requirement that any plan for the site replace all the office, hotel and retail square footage lost in the attack on Sept. 11.",0.5,0.5,0.6575
0.47192246839404106,0.3868754357099533,0.5430521108210087,"But he ignores emissions of carbon dioxide, the main global warming gas.",0.425,0.5,0.525
0.605895870923996,0.30131136178970336,0.6061502695083618,We also agree that the law needs streamlining.,0.5,0.6,0.575
0.39252282679080963,0.4595731347799301,0.49718229472637177,"""poor judgment""",0.35,0.4499999999999999,0.425
0.6025140618576723,0.37016190895262885,0.6525106955977047,"Finally, the committee appeared to have discounted Torricelli's contention that he was not responsible for expensive earrings that Chang had given as Christmas gifts to his sister, Stern and Balaban.",0.525,0.5,0.5
0.5486744847148657,0.3387512208428234,0.5843839049339294,"The analysis, which was assembled from banking and credit records, income-tax returns and congressional financial-disclosure forms, showed by March of 1998, Torricelli's cash expenditures were more than $22,000 in excess of the cash he had generated from checks and automatic-teller machines, an official who has reviewed the document said.",0.5,0.5,0.525
0.6341263841498982,0.3604633381420916,0.6548939130522988,"Pascoe said, ""Only then will New Jersey voters be able to decide Torricelli's fitness for office.""",0.5275,0.5,0.4725
0.5092687606811523,0.3028701841831207,0.5001175403594971,Enclosures,0.5,0.4275,0.535
0.6786890832277445,0.4304657005346738,0.6990592342156631,Find a nearby hidden gem and start planning your next weekend or fam­ily vacation with all three superlative guides.,0.65,0.55,0.575
0.6762532958617578,0.3735668280949959,0.6171158506320074,You can spend a lifetime in New York City and miss out on the remarkable abundance of green space throughout the metropolitan area.,0.4,0.525,0.525
0.7272490750659596,0.39014762910929596,0.654846576127139,And in New York state there are even more adventures—great paddling destinations from Long Island to the Adirondacks.,0.55,0.55,0.55
0.5377418961789873,0.3582795469297303,0.612510707643297,To say that they could not have done otherwise is a bold lie by Moore's critics.,0.4,0.525,0.55
0.5721710134636272,0.37753294950181787,0.6452058960090984,"""Moore works by depriving you of context and guiding your mind to fill the vacuum -- with completely false ideas.",0.425,0.55,0.55
0.5723967999219894,0.364210395142436,0.6413718238472939,"a) Moore clearly states that ""before he came to Flint"", Heston gave an interview.",0.535,0.5725,0.5725
0.5295518015439694,0.4193930094058697,0.5987990044630491,"After the Flint rally comes a brief TV interview with Heston, where he is asked about Kayla Rolland (again, clear evidence that the local media in Flint raised questions about the NRA's presence), then an inteview with country prosecutor Arthur Busch, entirely ignored by critics of the film, who also mentions Heston's presence as notable, and refers to the immediate reactions of ""people from all over America"", gun owners/groups who, according to him, reacted aggressively to warnings of having guns accessible to children, much like spanking advocates react aggressively when anti-spankers point to a case of a child being killed or severely injured by a beating.",0.3249999999999999,0.6,0.55
0.5888245728882876,0.41542880914428015,0.5840658599680121,"In poor areas, the highly profitable drug business obviously is often seen as the last resort.",0.375,0.5,0.425
0.4440029729157686,0.3917671777307987,0.5864509008824825,Never mind that the Taliban continued selling opium in spite of the deal.,0.4649999999999999,0.535,0.535
0.5053407400846481,0.34426222965121267,0.5545137643814086,"Statistics are Moore's weakest point, and it is surprising that his critics don't dwell on them longer.",0.475,0.4499999999999999,0.525
0.582606146002517,0.370665443732458,0.5786176919937134,That's because they know all too well that Moore is correct: The United States have a far greater homicide rate (both gun- and non-gun) than most other first world countries.,0.375,0.525,0.5
0.6409253142774105,0.40673858765512705,0.7019400000572205,"""That's right. I could buy as much ammunition as I wanted, in Canada.",0.575,0.55,0.6
0.5447363985909356,0.3683011366261376,0.6073677804734972,"If Moore simply chose not to show how he revealed his identification to the salesperson, there is nothing fraudulent about that.",0.5,0.575,0.525
0.5861297595230016,0.4611922963099046,0.6313129392537203,"Similarly, the main motivation for the crusades (beyond the promise of wealth) was that Christians were supposedly being slaughtered and had to be saved.",0.3399999999999999,0.5675,0.5
0.5331702828407288,0.3946681194938719,0.6046924814581871,"His next project has the working title ""Fahrenheit 9/11: The temperature at which freedom burns"", and he intends to launch it shortly before the next US presidential election.",0.5275,0.5275,0.555
0.6152784147045829,0.3593961569395932,0.5992893576622009,"After all, the same kind of PR blitz was started against the previous record-holding documentary: ""Roger & Me"" by Michael Moore.",0.4725,0.4175,0.5
0.558628499507904,0.2814161479473114,0.6833763718605042,This text is in the public domain.,0.5,0.4,0.4499999999999999
0.6219635456800461,0.3984232619404793,0.6168042421340942,It is no more so than any other successful documentary of the last decades.,0.5,0.4,0.475
0.5302775097744805,0.3860913472516196,0.6032485493591854,"In an interview with the Wall Street Journal, linked from your site, an employee claims that the gun would have been ""normally"" picked up at another dealer.",0.5,0.525,0.55
0.45091777443885805,0.322960290312767,0.525453919172287,There is nothing inaccurate whatsoever about the bank scene.,0.5,0.5,0.53
0.5366564790407816,0.4387190838654836,0.538515085975329,"This is perhaps the criticism repeated the most often, and it also the most inaccurate.",0.4649999999999999,0.5,0.5
0.6005106866359711,0.3780453268970762,0.6808244075093951,"First, the actual quotes from the film are often reproduced incorrectly.",0.39,0.4725,0.4175
0.5675767660140991,0.39331335618215446,0.6119494648540721,"""I guess I don't see that specific connection because the missiles that you're talking about were built and designed to defend us from somebody else who would be aggressors against us.""",0.4,0.6,0.55
0.6007579537955198,0.29663256081667816,0.6178872341459448,"Moore is not from Colorado -- his question is generic, not meant to refer specifically to the Lockheed Martin plant in question.",0.47,0.4375,0.595
0.5167293921113014,0.34787137114575933,0.5868992933205196,"However, critics of Moore have cleverly ignored McCollum's response and presented Moore as spreading lies about the Lockheed plant.",0.425,0.5,0.575
0.5900196388363839,0.3592348642647266,0.6336086198687554,"The ""visual of a billboard and a narration"" is viewed by you as evidence that Moore is trying to somehow tie the two events together, when in reality, it is quite obvious that he does it to separate the introduction of Heston from his speech in Denver.",0.4575,0.4575,0.5425
0.7637484073638916,0.2479420006275177,0.6646137237548828,I should know.,0.5,0.5,0.525
0.6705611050128937,0.3460170527299245,0.61787548661232,Just saying....it seems I have more life now then you have and we know how little I get out!,0.4,0.575,0.6
0.6135813420017561,0.3108961880207062,0.6577405085166296,"I don't remember if you've made noises here before about turning these into a book, but if you do you've got at least one reader.",0.575,0.575,0.55
0.5822974721590678,0.29203375478585564,0.6286310136318207,"It may also be that I remember the scene of their writing, which would have been in the old apartment, i.e. the place I barely remember ever having lived in anymore.",0.5,0.5,0.475
0.64956889351209,0.38748882710933685,0.673097821076711,"If you have absolutely nothing better to do on a Friday night, feel free to scan through my 2009 archives and tell me what you think should be included in the ""Best of"" post.",0.5,0.525,0.55
0.6704617142677307,0.39829289317131045,0.6959164917469025,That I can access detailed information about events I have no right remembering in detail is another matter entirely.,0.525,0.55,0.575
0.5146061480045319,0.325685719648997,0.5512311458587646,"I remember him being ineffective, and as it turns out, he was .",0.425,0.5,0.525
0.5506072640419006,0.30597519129514694,0.6118965558707714,"Now that I remember him, which I didn't before, I remember him as being the pitcher who'd pitched for 1) the team the Mets faced to get to the '86 Series and 2) the one they faced in it.",0.5,0.5,0.525
0.4160080552101135,0.41397937138875324,0.47269464532534283,But burned out toward the end.,0.4,0.4,0.4499999999999999
0.6302297015984853,0.36026962796847023,0.6290818254152933,"Having given up on watching the actual sport, mention of baseball now only sparks memories of The Old Man and the Sea and the old time baseball writers.",0.525,0.475,0.5
0.5304999053478241,0.35230350121855736,0.5491296673814455,"Ants themselves rely primarily on chemical information taken in through their antennae, and to mimic this, Antie will have chemical sensing and emitting “stalks” with which to both interact with other ants (who may be surprised to find an ant without antennae) and take in chemical information.",0.5,0.525,0.5
0.6214463756634638,0.3415131477209238,0.6381321182617774,Such a robot would allow for both long-term studies of ant-robot interactions and studies of task-switching in the robots.,0.5625,0.53,0.5
0.5789378677095686,0.3649817168712616,0.6101222957883562,"Returning successful patrollers have an even greater effect on foraging activity: foragers will not leave the nest unless a patroller returns (Gordon, 2002), and the rate of foraging in a colony can be controlled by rolling glass beads coated with cuticular hydrocarbons extracted from patrollers into the nest (Gordon & Greene, 2003; Greene & Gordon, 2007).",0.535,0.4649999999999999,0.5725
0.5435496876637141,0.3158024619023005,0.5403936803340912,"Midden seems to be marked in some olfactory way, since removing midden from nests makes them more likely to be invaded by other species (Gordon, 35).",0.4549999999999999,0.4775,0.5225
0.5603022202849388,0.3207980344692866,0.5686454052726427,"All of these chemical receptors will be arranged in an array on a pair of chemical stalks, with four of each type of receptor per stalk.",0.5,0.4375,0.53
0.5696061181611028,0.38465501727729007,0.6355277998694058,"These will be located in different places: the sprayer for the successful patroller pheromone will be located on the rear at the base of Antie, corresponding to the glands that researchers believe the ants drag along behind them to mark returning paths, while the successful forager and cuticular hydrocarbon sprayers will be located on the skirt.",0.5,0.4375,0.5
0.55069500207901,0.41900327801704407,0.6843754053115845,The Behavior,0.5,0.4449999999999999,0.5
0.6104902525742849,0.3004143271181319,0.6064654323789809,Antie will be equipped to navigate in this environment and will be designed to find seeds in sandy soil.,0.5,0.5,0.55
0.557060794396834,0.313639451156963,0.5737616988745603,"The orientation and distance should be calculable by the polarization pattern according to the system set up by Lambrinos, et al.",0.5,0.4375,0.5
0.5911446899175644,0.32247732058167455,0.6445028811693192,"In-nest navigation will be a function of the temperature, read by Antie’s thermometer and a light source.",0.55,0.475,0.5
0.5695481666109778,0.3603667955506932,0.5768341652371667,"Antie will also need to follow several different kinds of chemical gradient trails: it will need to track the trails left by successful patrollers, and localize the source of food-odors and midden-odors.",0.525,0.5,0.55
0.579959729543099,0.3820702720146913,0.6154021804149334,"When both sonar sensors are stimulated simultaneously, Antie will check hydrocarbon inputs and determine whether the detected object is a nestmate.",0.5,0.5,0.5
0.5556552069527763,0.389211043715477,0.6260917846645627,"In order to perform both of these functions, Antie will need a subroutine to explore in a zig-zag fashion, as harvester ants do (Gordon, 34).",0.47,0.5,0.5
0.5763516594966253,0.3513322301208973,0.5990588933229446,"Workers probably switch to patrolling based on their perceived life expectancy and as a function of a gene whose expression changes between young and old ants, and this is easily emulated using a clock pulse counter in Antie’s CPU that will count its “age” since last boot.",0.5,0.475,0.475
0.5471463449299335,0.3943370908498764,0.6177047327160835,"The sonar will constantly be detecting nearby objects and initiate an escape maneuver when their inputs pass a certain threshold of stimulation, and the bump sensors will, when depressed, also initiate the escape function.",0.5,0.575,0.525
0.5796856841315394,0.32023562231789465,0.621271154154902,"Antie would use a system for processing the input from its polarization compass based on the compass designed by Lambrinos, Moller, Labhart, Pfeifer and Wehner in 2000, consisting of two photodiodes with blue filters and polarizers.",0.5,0.4375,0.53
0.565391331911087,0.34030836369052075,0.6111214034485094,"The difference of their logarithmized signals would be returned to Antie, who will use a simultaneous model to navigate returns to the nest: Upon each exit from the nest, Antie will take a single 360o scan of the sky, and will orient itself according to an analytical procedure to derive compass information from different polarization patterns perceived later.",0.5,0.39,0.5
0.5511859158674876,0.3246130521098773,0.5902530550956726,"So the Bush administration can keep claiming that we are safer now, under their policies.",0.5,0.5,0.4499999999999999
0.5694792866706848,0.30138587206602097,0.5762393772602081,"BACKGROUND , September 11, 2004",0.5,0.525,0.5
0.27474377304315567,0.638450101017952,0.39707519114017487,NEUTRALIZING TERRORISM,0.4499999999999999,0.6,0.6
